Ransome Breakaway Couplings

DESCRIPTION,REF.NO.,PART NUMBER
"3/4""FNPT Breakaway Coupling",1,DS5602
Resetting Tool,2,BCT1

Hannay Reels EPB Series

DESCRIPTION,PART NUMBER
"EXP-Electric Rewind Reel (3/4""to1-1/2""LP-GasHose)",EPB

Hannay Reels SPB Series

DESCRIPTION,PART NUMBER
"Non-Sparking Spring Rewind Reel (1/2""to1""LP-GasHose)",SPB

Hannay Reels N Series 500/700/800

DESCRIPTION,PART NUMBER
"Spring Rewind Reel (1/2""-1"") FemaleI PT x 1"" FemaleI PT",N800
