LPG Hose

MAX.WP,SIZEI.D.,SIZEO.D.,PART NUMBER
125,"3/8""","5/8""",522
350,"1/4""","5/8""",540

Dayco High Pressure LPG Hose

MAX.WP,SIZEI.D.,SIZEO.D.,PART NUMBER
350,"1/4""","5/8""",740
350,"3/8""","25/32""",742
350,"1/2""","31/32""",743
350,"3/4""","1-1/4""",744
350,"1""","1-1/2""",745
350,"1-1/4""","1-27/32""",746
350,"1-1/2""","2-1/8""",750D
350,"2""","2-9/16""",751

Ransome Stainless Steel Hose

SIZE,SIZE,O.A.LENGTH,NUMBER
Hose assemblies are available in any,"1-1/4""","5'0""",SSHA556
length on a custom order basis.,"2""","5'0""",SSHA558


Dayco Pressed on Hose Couplings

THREAD SIZE,HOSE I.D.,HOSE NUMBER,PART NUMBER
"3/8""MNPT","3/8""",542,NP06
"1/2""MNPT","1/2""",543,NP08
"3/4""MNPT","3/4""",544,NP12
"1""MNPT","1""",545,NP16
"1-1/4""MNPT","1-1/4""",546,NP20
"1-1/2""MNPT","1-1/2""",550,NP24
"2""MNPT","2""",551,NP32

Ransome Flexible S.S. Connectors

END FITTINGS,NORMAL SIZE,O.A. LENGTH,PART NUMBER
G.J. Union x Male Pipe,"3/4""","18""",M075U
G.J. Union x Male Pipe,"1""","18""",M100U
G.J. Union x Male Pipe,"1-1/4""","18""",M125U
G.J. Union x Male Pipe,"1-1/2""","18""",M150U
G.J. Union x Male Pipe,"2""","18""",M200U
G.J. Union x Male Pipe,"3""","24""",M300U
Flange x Male Pipe,"1-1/4""","18""",M125F
Flange x Male Pipe,"1-1/2""","18""",M150F
Flange x Male Pipe,"2""","18""",M200F
Flange x Male Pipe,"3""","24""",M300F

"Style ""QW"" Reusable Couplings for Wire Braid Hose ONLY"

TYPE OF CONNECTION,THREAD SIZE,HOSE I.D.,REF.NO.,PART NUMBER
,"1/4""","3/16""",,4QW4MD
,"1/4""","5/16""",,6QW4MD
,"3/8""","5/16""",,6QW6MD
Male,"1/2""","13/32""",,8QW8MD
NPT,"3/4""","5/8""",1,12QW12MD
,"1""","7/8""",,16QW16MD
,"1-1/4""","1-1/8""",,20QW20MD
,"1-1/2""","1-3/8""",,24QW24MD
,"2""","1-13/16""",,32QW32MD
,"1/4""","3/16""",,4QW4FZD
Swivel Female,"3/8""","5/16""",2,6QW6FZD
SAE Flare,"1/2""","13/32""",,8QW8FZD
,"3/4""","5/8""",,12QW12FZD
,"3/8""","5/16""",3,ME8346
Swivel,"1/4""","3/16""",4,4QW454FZD
Female,"1/4""","3/16""",5,4QW904FZD
SAE Flare,"3/8""","5/16""",4,6QW456FZD
(Angled),"3/8""","5/16""",5,6QW906FZD

Hold-Fast Reusable Couplings

TYPE OF CONNECTION,THREAD SIZE,HOSE I.D.,REF.NO.,PART NUMBER
Swivel,"1/4""","1/4""",,4PFZB
Female,"3/8""","3/8""",5,6PFZB
SAEFlare,"1/2""","1/2""",,8PFZB
,"1/4""","1/4""",,4PMB
Male,"3/8""","3/8""",,6PMB
NPT,"1/2""","1/2""",6,8PMB
,"1/4""","3/8""",,64PMB
